title,page_number,chunk_content
uni_safe,9,"รทำงาน หรือความไม่
ปลอดภัยในการทำงานเสนอต่อผู้บังคับบัญชา
2.
รายงานและเสนอแนะมาตรการหรือแนวทางปรับปรุงแก้ไขให้เหมาะสมต่อความปลอดภัยในการทำงาน
ของบุคลากรแก่ผู้บังคับบัญชา
3.
ส่งเสริม สนับสนุนกิจกรรมด้านความปลอดภัยในการทำงานขององค์กร
4.
สำรวจและวิเคราะห์การปฏิบัติงานด้านความปลอดภัยในการทำงาน และตรวจสอบสถิติการประสบ
อันตรายที่เกิดขึ้นในองค์กร อย่างน้อยเดือนละ 1 ครั้ง
5.
ให้ความร่วมมือในการจัดการและเข้าร่วมโครงการหรือแผนการฝึกอบรมเกี่ยวกับความปลอดภัยในการ
ทำงาน
6.
ปฏิบัติงานด้านความปลอดภัยในการทำงานอื่นตามที่ได้รับมอบหมาย
หน้าที่ความรับผิดชอบของบุคลากร
1.
ปฏิบัติตามนโยบายความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงานของหน่วยงานอย่าง
เคร่งครัด
2.
ปฏิบัติตามแผนดำเนินงานด้านความปลอดภัย และกิจกรรมของหน่วยงานให้บรรลุตามเป้าหมาย
3.
ตรวจหา แก้ไข รายงานสภาพการที่ไม่ปลอดภัย และข้อบกพร่องที่มีผลกระทบต่อความปลอดภัย อาชีวอ
นามัยและสภาพแวดล้อมในการทำงานให้ผู้บังคับบัญชาทราบ
4.
ร่วมเป็นคณะทำงานหรือคณะกรร"
uni_safe,9,"อความปลอดภัย อาชีวอ
นามัยและสภาพแวดล้อมในการทำงานให้ผู้บังคับบัญชาทราบ
4.
ร่วมเป็นคณะทำงานหรือคณะกรรมการด้านความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงาน
ตามที่ได้รับการแต่งตั้งหรือมอบหมาย
5.
ให้ความร่วมมือเข้าร่วมโครงการหรือแผนงานที่เกี่ยวข้องกับความปลอดภัยในการทำงาน
6.
รายงานอุบัติเหตุ/อุบัติการณ์ ให้ผู้บังคับบัญชาทราบทันทีเมื่อเกิดเหตุ
7. PPE
ใช้อุปกรณ์ป้องกันอันตรายส่วนบุคคล ( ) ตามมาตรฐานการปฏิบัติงานและตรวจสอบดูแลให้พร้อมใช้
งานอยู่เสมอ
คู่มือความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงาน คณะวิทยาศาสตร์และเทคโนโลยี 6
8.
ตรวจสอบ ดูแลและใช้เครื่องจักร อุปกรณ์ให้ถูกต้องและปลอดภัยโดยให้มีผลกระทบต่อสิ่งแวดล้อมน้อย
ที่สุด
9.
ฝึกอบรม ปฏิบัติตามหน้าที่ความรับผิดชอบตามแผนระงับเหตุฉุกเฉิน
กิจกรรม 5 ส. สู่ความปลอดภัย
องค์กรได้เล็งเห็นความสำคัญในการดำเนินกิจกรรม 5 ส. เพื่อส่งเสริมให้สถานที่ทำงานน่าอยู่ สะดวกสบาย
และเอื้อให้การทำงานมีประสิทธิภาพ ซึ่งการดำเนินกิจกรรม 5 ส. สามารถปฏิบัติได้ ดัง"
uni_safe,10,"งานน่าอยู่ สะดวกสบาย
และเอื้อให้การทำงานมีประสิทธิภาพ ซึ่งการดำเนินกิจกรรม 5 ส. สามารถปฏิบัติได้ ดังนี้
:
สะสาง แยกรายการสิ่งของที่จำเป็นและไม่จำเป็นออกจากกัน ทิ้งสิ่งของที่ไม่จำเป็น
ออกไป
:
สะดวก เก็บเครื่องมือ อุปกรณ์ไว้ในพื้นที่ที่ใช้ได้สะดวกและเก็บในที่ปลอดภัย
:
สะอาด จัดระเบียบการดูลความสะอาดของสถานที่ทำงาน
:
สุขลักษณะ ดูแลเสื้อผ้าและรักษาสภาพสถานที่ทำงานให้สะอาดเรียบร้อย ไม่ปล่อยให้
สกปรก
:
สร้างนิสัย ปฏิบัติ 4 ส. ข้างต้นจนเป็นนิสัย
คู่มือความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงาน คณะวิทยาศาสตร์และเทคโนโลยี 7
ความปลอดภัยในการทำงานสำนักงาน
1.
พื้นสำนักงานควรสะอาดอยู่เสมอ
2.
ห้ามวิ่งหรือลื่นไถลในสำนักงาน
3.
ขณะที่มีการขัดหรือทำความสะอาดพื้น ผู้ปฏิบัติงานควรเดินหรือปฏิบัติงานด้วยความระมัดระวังยิ่งขึ้น
4.
หากพบน้ำมันหรือสารเคมีหกบนพื้นสำนักงาน ให้แจ้งเจ้าหน้าที่รับผิดชอบ ดำเนินการจัดหาวัสดุดูดซับ
ทำความสะอาดและนำไปทิ้งอย่างถูกต้อง เพื่อลดปัญหาด้านสิ่งแวดล้อม
5.
หากพบวัสดุหรือเครื่"
uni_safe,11,"ดหาวัสดุดูดซับ
ทำความสะอาดและนำไปทิ้งอย่างถูกต้อง เพื่อลดปัญหาด้านสิ่งแวดล้อม
5.
หากพบวัสดุหรือเครื่องใช้สำนักงาน เช่น ดินสอ หรือสิ่งอื่นใดตกหล่น ควรรีบเก็บทันที
6.
ในขณะที่เดินถึงมุมตึก ให้เดินทางขวาของทางเดิน เดินช้าๆ อย่างระมัดระวัง
7.
ติดตั้งสายโทรศัพท์หรือสายไฟฟ้าให้เรียบร้อย ไม่กีดขวางทางเดิน
8.
เปิดปิดประตูต่างๆ อย่างระมัดระวัง
9.
ประตูบานกระจกที่เปิดปิด 2 ทางให้ติดเครื่องหมาย “ดึง” หรือ “ผลัก” ให้ชัดเจน
10.
ไม่วางสิ่งของเกะกะ กีดขวางทางเดินและช่องประตู
11.
ทำความสะอาดและกำจัดขยะ ฝุ่นผง หรือเศษกระดาษทุกวัน
12.
สูบบุหรี่ในพื้นที่ที่จัดไว้ให้
Credit: www.kitaboo.com
คู่มือความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงาน คณะวิทยาศาสตร์และเทคโนโลยี 8
ความปลอดภัยในการใช้โต๊ะทำงาน เก้าอี้ ตู้
1.
ลิ้นชักโต๊ะหรือตู้เอกสารต่างๆ ควรเปิดใช้ทีละชั้นและปิดทุกครั้งหลังเลิกใช้งาน
2.
ระมัดระวังการวางสิ่งของไว้ใต้โต๊ะทำงาน
3.
ระมัดระวังการวางวัสดุสิ่งของบนหลังตู้ (ไม่ควรเป็นสิ่งของที่มีน้ำหนักมากแล"
uni_safe,12,"งสิ่งของไว้ใต้โต๊ะทำงาน
3.
ระมัดระวังการวางวัสดุสิ่งของบนหลังตู้ (ไม่ควรเป็นสิ่งของที่มีน้ำหนักมากและมีเหลี่ยมคมก่อให้เกิด
อันตรายได้)
4.
ห้ามเอนหรือพิงพนักเก้าอี้โดยให้รับน้ำหนักเพียงข้างใดข้างหนึ่งจนเสียสมดุล
5.
จัดเอกสารใส่ลิ้นชักตู้ชั้นล่างสุดขึ้นไป หลีกเลี่ยงการใส่เอกสารมากเกินไป
6.
ให้จับหูลิ้นชักหรือที่จับทุกครั้งในการเปด-ปิด เพื่อป้องกันนิ้วถูกหนีบ
7.
การจัดวางตู้ โต๊ะทำงานต้องไม่เกะกะ ขวางทางเดิน
8.
จัดให้มีพื้นที่เคลื่อนย้ายเก้าอี้เข้า-ออกที่สะดวก
Credit: www.kitaboo.com
ความปลอดภัยในการใช้เครอื่ งใช้สำนักงาน
1.
ในขณะขนย้ายกระดาษควรระมัดระวังกระดาษบาดมือ
2.
การจัดเก็บปากกาหรือดินสอ ควรทำการจัดเก็บโดยเอาปลายแหลมชี้ลงหรือวางราบในลิ้นชัก
3.
ให้ทำการหุบขากรรไกร ที่เปิดซองจดหมาย ใบมีด คัตเตอร์ หรือของมีคมอื่นให้เข้าที่ก่อนทำการจัดเก็บ
4.
การใช้เครื่องตัดกระดาษ ควรระมัดระวังนิ้วมือให้อยู่ห่างจากใบมีด
5.
การแกะลวดเย็บกระดาษควรใช้ที่ดึงแทนการใช้เล็บ
6.
หากต้องการหยิบของในที่สูงควรใช้บั"
uni_safe,12,"ยู่ห่างจากใบมีด
5.
การแกะลวดเย็บกระดาษควรใช้ที่ดึงแทนการใช้เล็บ
6.
หากต้องการหยิบของในที่สูงควรใช้บันได้เหยียบ ไม่ควรใช้กล่อง, โต๊ะหรือเก้าอี้ติดล้อ
คู่มือความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงาน คณะวิทยาศาสตร์และเทคโนโลยี 9
7.
หลักเลิกใช้งานให้ทำการปิดไฟทุกดวง และตัดวงจรไฟฟ้าภายในสำนักงาน เพื่อลดการใช้พลังงานและ
ป้องกันไฟฟ้าลัดวงจร
8.
ห้ามปรับแต่งหรือเปลี่ยนแปลงส่วนประกอบของเครื่องใช้สำนักงานที่อาจก่อให้เกิดอันตรายในขณะที่
เครื่องกำลังทำงาน
9.
ห้ามถอดอุปกรณ์ป้องกันอันตรายหรไอเปิดแผงเครื่องใช้สำนักงานที่มีอันตรายโดยเด็ดขาด กรณีเครื่อง
ขัดข้องให้ช่างที่มีความเชี่ยวชาญมาทำการซ่อมแซมแก้ไข
10.
ให้ทำการตัดกระแสไฟฟ้าของเครื่องใช้สำ/นักงานที่ใช้ไฟฟ้าฟ้าทุกครั้งเมื่อจะทำการซ่อมบำรุงหรือ
ปรับแต่งเครื่อง
ความปลอดภัยในการใช้บนั ได
1.
ก่อนขึ้น-ลงบันไดควรสะเกตสิ่งที่จะก่อให้เกิดอันตรายขึ้นได้
2.
หากบริเวณทางเดินตรงบันไดมีแสงสว่างไม่เพียงพอ หรือบันไดเกิดชำรุดให้แจ้งเจ้าหน้าที่ผู้รับผิดชอบดูแล
เ"
uni_safe,13,"
หากบริเวณทางเดินตรงบันไดมีแสงสว่างไม่เพียงพอ หรือบันไดเกิดชำรุดให้แจ้งเจ้าหน้าที่ผู้รับผิดชอบดูแล
เพื่อทำการแก้ไขปรับปรุงให้เรียบร้อย
3.
ระมัดระวังไม่ให้มีเศษวัสดุชิ้นเล็กๆ ตกอยู่บริเวณขั้นบันได เช่น เศษกรวด เศษแก้ว ฯลฯ
4.
จัดให้มีพรมหรือที่เช็ดเท้าบริเวณเชิงบันได
5.
ขึ้น-ลงบันไดด้วยความระมัดระวัง ไม่วิ่ง เล่นหรือหยอกล้อกัน
6.
ขึ้นลงทางด้านขวาและจับราวบันไดทุกครั้ง
7.
ขณะขึ้น-ลงบันไดควรมองขั้นบันไดทุกครั้ง
Credit: www.kitaboo.com
คู่มือความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงาน คณะวิทยาศาสตร์และเทคโนโลยี 10
ความปลอดภัยในการทำงานบนที่สูง
1.
เมื่อมีการทำงานบนที่สูงมากกว่า 2 เมตรขึ้นไป จะต้องมีการแจ้งให้บุคลากรในพื้นที่ทราบทั่วกัน และต้อง
กั้นเขตเพื่อป้องกันอันตราย
2.
หากบริเวณที่ปฏิบัติงานไม่มีราวเกาะ หรือเครื่องป้องกันชนิอื่นให้คาดเข็มขัดนิรภัยและตรวจสอบสภาพ
ของเข็มขัดนิรภัยก่อนใช้งานทุกครั้ง
3.
ไม่วางเครื่องมือและวัสดุอื่นๆ ในตำแหน่งที่อาจตกลงมาได้
4.
ไม่โยนหรือขว้างเครื่องมือหรือว"
uni_safe,14,"ทุกครั้ง
3.
ไม่วางเครื่องมือและวัสดุอื่นๆ ในตำแหน่งที่อาจตกลงมาได้
4.
ไม่โยนหรือขว้างเครื่องมือหรือวัสดุอื่นๆ ให้แก่กัน ควรส่งให้ถึงมือของผู้ปฏิบัติงาน
5.
หากผู้ปฏิบัติงานมีร่างกายไม่พร้อมหรือเกิดการเจ็บป่วย ต้องหยุดทำงานทันทีและแจ้งต่อผู้บังคับบัญชา
ความปลอดภัยในการใช้เครอื่ งมือช่าง
1.
เลือกใช้เครื่องมือที่เหมาะสมกับงานที่ทำ
2.
รักษาเครื่องมือให้อยู่ในสภาพที่ดีอยู่เสมอ ตรวจสอบสภาพก่อนใช้งานทุกครั้ง
3.
ซ่อมแซมหรือจัดหาเครื่องมือใหม่ทดแทนเครื่องมือที่ชำรุดทันที
4.
ล้างน้ำมันออกจากเครื่องมือหรือชิ้นงานก่อนการใช้งาน และทิ้งขยะตามชนิด/ประเภทของขยะ
5.
ตรวจสอบและปฏิบัติตามข้อแนะนำของการใช้เครื่องมือนั้นๆ
6.
จับหรือถือเครื่องมือให้กระชับเสมอในขณะใช้งาน
7.
ก่อนเริ่มงานควรตรวจสอบสภาพแวดล้อมต่างๆ โดยรอบหรือบริเวณพื้นที่ที่ปฏิบัติงานก่อนทุกครั้งว่ามี
ความปลอดภัยเพียงพอ
คู่มือความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงาน คณะวิทยาศาสตร์และเทคโนโลยี 11
ความปลอดภัยในการเคลื่อนย้ายวัสดุสิ่งของหรือการ"
uni_safe,14,"ละสภาพแวดล้อมในการทำงาน คณะวิทยาศาสตร์และเทคโนโลยี 11
ความปลอดภัยในการเคลื่อนย้ายวัสดุสิ่งของหรือการยกของที่มีน้ำหนักมาก
การยกสิ่งของที่มีน้ำหนักควรเป็นไปตามมาตรฐานและข้อกำหนดตามกฎหมาย เพื่อป้องกันอันตรายที่อาจ
เกิดขึ้นในระหว่างปฏิบัติงาน โดยทำการแบ่งประเภทได้ ดังนี้
เพศชาย ยกน้ำหนักได้ไม่เกิน 50 กิโลกรัม/ครั้ง
เพศหญิง ยกน้ำหนักได้ไม่เกิน 25 กิโลกรัม/ครั้ง
* โดยทั้งเพศชายและหญิง หากต้องยกสิ่งของที่มีน้ำหนักเกินกว่าที่กำหนดข้างต้น จะต้องมีคนช่วยยกหรือ
ต้องใช้เครื่องทุ่นแรงช่วย
การเคลื่อนย้ายสิ่งของด้วยมือ
1.
พิจารณาดูความสามารถด้านร่างกายของตนเองว่าสามารถยกไหวหรือไม่
2.
วางเท้าให้ห่างจากวัตถุประมาณ 8-12 นิ้ว แยกขาออกเล็กน้อยเพื่อการทรงตัวที่ดี
3.
ย่อขาลงหรือนั่งยองโดยให้หลังตรง แล้วจับของสิ่งนั้นให้มั่นคงด้วยฝ่ามือ
4.
ยกวัตถุขึ้นตรงๆ โดยให้เข่าเป็นส่วนที่รับน้ำหนัก หลังตรงอยู่ตลอดเวลา ให้ใช้กำลังของขาแทนการใช้กำลัง
จากส่วนหลัง
5.
การวางสิ่งของลงให้ใช้หลักการเดียวกันกับการยกสิ่งของขึ้น
การ"
uni_safe,15,"้กำลังของขาแทนการใช้กำลัง
จากส่วนหลัง
5.
การวางสิ่งของลงให้ใช้หลักการเดียวกันกับการยกสิ่งของขึ้น
การเคลื่อนย้ายสิ่งของด้วยรถเข็นหรือเครื่องทุ่นแรง
1.
การใช้รถเข็น ควรใช้การดันหรือผลักไปข้างหน้าแทนการดึงให้รถเข็นเลื่อน
2.
ห้ามวางของบนรถเข็นสูงเกินไปจนบดบังการมองเห็นเส้นทางข้างหน้า หรืออาจทำให้สิ่งของตกหล่น
เสียหาย
3.
การเข็นรถลงทางที่ลาดชันอาจก่อให้เกิดอันตรายขึ้นได้ ควรมีผู้ช่วยพยุงหรือช่วยชะลอการไหลของรถ
4.
การเข็นรถขึ้นทางที่ลาดชัน ให้ใช้วิธีกลับด้านรถเข็นและออกแรงดึงขึ้นแทนการดันหรือผลัก ควรมีผู้ช่วย
พยุงสิ่งของป้องกันการตกหล่นเสียหาย
คู่มือความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงาน คณะวิทยาศาสตร์และเทคโนโลยี 12
ความปลอดภัยในการใช้ห้องปฏิบัติการ
1.
ควรสวมใส่เครื่องแต่งกายให้รัดกุม และเหมาะสม ไม่ควรใส่เสื้อผ้าหลวมหรือคับเกินไป
2.
หากผมยาวให้มัดและเก็บผมให้เรียบร้อย
3.
ควรสวมเสื้อปฏิบัติการทุกครั้งเมื่อทำการทดลองและถอดเสื้อปฏิบัติการออกเมื่อเสร็จสิ้นการทดลอง ไม่
ควรสวมเสื้อปฏิบัติก"
uni_safe,16,"บัติการทุกครั้งเมื่อทำการทดลองและถอดเสื้อปฏิบัติการออกเมื่อเสร็จสิ้นการทดลอง ไม่
ควรสวมเสื้อปฏิบัติการเดนิ ไปมาทั่วทั้งตึก
4.
ควรสวมใส่รองเท้าที่ปิดมิดชิด
5. Personal protective
กรณีเมื่อต้องปฏิบัติงานกับสารเคมีอันตรายควรสวมใส่อุปกรณ์ป้องกันที่เหมาะสม (
equipment)
เช่น
•
เสื้อปฏิบัติการ
•
ใส่ถุงมือที่เหมาะสม
• Safety goggles)
ใส่แว่นตา ( เพื่อป้องกันการกระเซ็นของสารเคมี
•
ใส่หน้ากาก เพื่อลดการสูดดมไอจากสารเคมีหรือสิ่งคุกคามทางชีวภาพ
•
อุปกรณ์อื่นๆ แล้วแต่ความจำเป็น
6.
ควรช่วยรักษา ความสะอาดและความเป็นระเบียบของห้องปฏิบัติการ
7.
กรณเี กดิ เหตกุ ารณห์ รอื กลน่ิ ผดิ ปกตใิ นหอ้ งปฏบิ ตั กิ ารควรแจง้ ใหเ้ จา้ หนา้ ทน่ี กั วทิ ยาศาสตรท์ ราบโดยทนั ที
8.
การใช้เครื่องมือทุกชิ้น ต้องศึกษาวิธีการใช้งานที่ถูกต้องก่อนปฏิบัติงานจริง
9.
ห้ามวิ่ง เล่นหรือหยอกล้อกันเมื่ออยู่ในห้องปฏิบัติการ
10.
ห้ามนำอาหาร น้ำ เข้ามาเก็บหรือรบั ประทานในห้องปฏิบัติการ
11.
ห้ามนำเครื่องแก้วหรือภาชนะที่ใช้ในห้องปฏิบัติการ "
uni_safe,16,"ร น้ำ เข้ามาเก็บหรือรบั ประทานในห้องปฏิบัติการ
11.
ห้ามนำเครื่องแก้วหรือภาชนะที่ใช้ในห้องปฏิบัติการ ไปใช้เพื่อการปรุงอาหารรับประทาน
12.
ควรกำจัดของเสียที่เกิดภายหลังจากการปฏิบัติการอย่างถูกวิธี
คู่มือความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงาน คณะวิทยาศาสตร์และเทคโนโลยี 13
มาตรการป้องกันและควบคมุ โรคติดต่อ
1.
ผู้บริหาร หัวหน้างาน บุคลากรทุกระดับ ควรศึกษาเกี่ยวกับข้อมูลโรคติดต่อเพื่อให้ทราบถึงอันตราย การ
แพร่ระบาดหรือการติดต่อ การรักษา รวมถึงวิธีการป้องกันตนเอง
2.
บุคลากรทุกระดับควรรักษาสุขอนามัยส่วนบุคคล เช่น ล้างมือให้สะอาดก่อนปรุงหรือรับประทานอาหาร
และหลังจากการขับถ่าย หรือจับต้องของสกปรก รับประทานอาหารที่ปรุงสุก สะอาด ไม่มีแมลงวันตอม
ขับถ่ายในพื้นที่สุขาที่ถูกสุขลักษณะ
3.
บุคลากรทุกระดับควรรักษาร่างกายให้อบอุ่นอยู่เสมอโดยเฉพาะเมื่ออากาศมีการเปลี่ยนแปลง ไม่สวมใส่
เสื้อผ้าที่ทำให้อบอ้าวหรืออับชื้น ไม่อยู่ในสภาพอากาศที่หนาวจัดหรือร้อนจัดเกินไป บำรุงรักษาร่างกายให้
สมบูรณ์แข็งแรงอยู่เ"
uni_safe,17,"าวหรืออับชื้น ไม่อยู่ในสภาพอากาศที่หนาวจัดหรือร้อนจัดเกินไป บำรุงรักษาร่างกายให้
สมบูรณ์แข็งแรงอยู่เสมอ ด้วยการรับประทานอาหารที่ดีมีประโยชน์ต่อร่างกาย รวมทั้งการออกกำลังกายที่
พอดี ไม่น้อยหรือมากเกินไปจนร่างกายอ่อนเพลีย พักผ่อนให้เพียงพอ ไม่เคร่งเครียดกับงานหรือ
ชีวิตประจำวันจนขาดการดูแลเอาใจใส่ตนเอง
4.
จัดให้พื้นที่การทำงานมีเนื้อที่เพียงพอต่อจำนวนคน โดยไม่ให้อยู่กันอย่างหนาแน่น แออัด มีอากาศที่
บริสุทธิ์และสามารถถ่ายเทได้สะดวก
5.
รักษาความสะอาดของพื้นที่การทำงาน รวมถึงข้าวของเครื่องใช้ กำจัดแหล่งเพาะพันธุ์ที่อยู่อาศัยของสัตว์
พาหะของโรคติดต่อต่างๆ เช่น ยุงลายพาหะโรคไข้เลือดออก เป็นต้น
6.
เมื่อพบว่าเป็นโรคติดต่อชนิดไม่ร้ายแรง เช่น ไข้หวัด ทอนซิลอักเสบ ฯลฯ ต้องรีบไปพบแพทย์ และ
หลีกเลี่ยงการแพร่เชื้อโรคให้ผู้ร่วมงานด้วยการสวใส่หน้ากากอนามัย
7.
เมื่อพบว่าเป็นโรคติดต่อชนิดร้ายแรง ให้รีบรายงานต่อผู้บังคับบัญชาและแจ้งต่อเจ้าหน้าที่สาธารณสุขใน
พื้นที่ งดการเดินทางมาทำงานในองค์กรเพื่อรักษาตัวให"
uni_safe,17,"ต่อผู้บังคับบัญชาและแจ้งต่อเจ้าหน้าที่สาธารณสุขใน
พื้นที่ งดการเดินทางมาทำงานในองค์กรเพื่อรักษาตัวให้หายก่อนกลับมาปฏิบัติงาน
8.
เมื่อมีสภาวะการโรคระบาดเกิดขึ้นในองค์กร สมควรให้หยุดทำการชั่วคราว และมาตรการเพิ่มเติมตาม
ความเหมาะสม
9.
จัดให้มีการตรวจสุขภาพประจำปีและรายงานผลการตรวจให้บุคลากรในองค์กรทราบอย่างสม่ำเสมอ
คู่มือความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงาน คณะวิทยาศาสตร์และเทคโนโลยี 14
การตรวจความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงาน
กำหนดให้คณะกรรมการสถานศึกษาปลอดภัย ต้องดำเนินการตรวจสอบความปลอดภัยในพื้นที่ปฏิบัติงาน
ของตนเอง โดยสถานที่ที่ต้องดำเนินการตรวจสอบความปลอดภัยในพื้นที่ปฏิบัติงานตามความรับผิดชอบของ
สาขาวิชา ดังนี้
1)
สาขาวิชาอาชีวอนามัยและความปลอดภัย พื้นที่อาคารศูนย์วิทยาศาสตร์ชั้น 1
2)
สาขาวิชาเคมี พื้นที่ห้องปฏิบัติการชั้น 3 อาคารศูนย์
วิทยาศาสตร์
3)
สาขาวิชาคหกรรมศาสตร์ พื้นที่อาคารเรียนคหกรรมศาสตร์
4)
สาขาวิชาคณิตศาสตร์ประยุกต์ พื้นที่ห้องพักอาจารย์ชั้น 4
แล"
uni_safe,18,"รรมศาสตร์ พื้นที่อาคารเรียนคหกรรมศาสตร์
4)
สาขาวิชาคณิตศาสตร์ประยุกต์ พื้นที่ห้องพักอาจารย์ชั้น 4
และปีกอาคารทิศตะวันตก อาคาร 5
5)
สาขาวิชาการจัดการภัยพิบัติและบรรเทาสาธารณภัย พื้นที่ห้องพักอาจารย์ชั้น 4
และปีกอาคารทิศเหนือ อาคาร 5
6)
สาขาวิชาฟิสิกส์ประยุกต์ พื้นที่ห้องพักอาจารย์ชั้น
และปีกอาคารทิศตะวันตก อาคาร 5
และห้องปฏิบัติการชั้น 2 อาคารศูนย์
วิทยาศาสตร์
7)
สาขาวิชานวัตกรรมอาหารและเครื่องดื่มเพื่อสุขภาพ พื้นที่ห้องปฏิบัติการชั้น 1
SCC
อาคารเรียนรวมวิทยาศาสตร์ ( ๒)
8)
สาขาวิชาโภชนาการและการกำหนดอาหาร พื้นที่ห้องพักอาจารย์ชั้น 3
และปีกอาคารทิศเหนือ อาคาร 5
9)
สาขาวิชานวัตกรรมชีวผลิตภัณฑ์ พื้นที่ห้องพักอาจารย์ชั้น 3
และปีกอาคารทิศตะวันตก อาคาร 5
และห้องปฏิบัติการชั้น 4 อาคารศูนย์
วิทยาศาสตร์
10) ,
สาขาวิชาเทคโนโลยีสารสนเทศ พื้นที่ชั้น 1 2 และ 9 อาคารศูนย์ภาษา
11) ,
สาขาวิชานวัตกรรมดิจิทัลและวิศวกรรมซอฟต์แวร์ พื้นที่ชั้น 3 7 และ 8 อาคารศูนย์ภาษา
12) ,
สาขาวิชาวิทยาการคอมพิวเตอร์ พื้นที่"
uni_safe,18,"ลและวิศวกรรมซอฟต์แวร์ พื้นที่ชั้น 3 7 และ 8 อาคารศูนย์ภาษา
12) ,
สาขาวิชาวิทยาการคอมพิวเตอร์ พื้นที่ชั้น 4 5 และ 6 อาคารศูนย์ภาษา
คู่มือความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงาน คณะวิทยาศาสตร์และเทคโนโลยี 15
13)
สาขาวิชามาตรวิทยาอุตสาหกรรมและระบบคุณภาพ พื้นที่ห้องพักอาจารย์ชั้น 2 อาคาร 5
14)
สาขาวิชาวิทยาศาสตร์และเทคโนโลยสี ิ่งแวดล้อม พื้นที่ห้องพักอาจารย์ชั้น 3
และห้องปฏิบัติการชั้น 4 อาคาร 5
โดยคณะกรรมการฯ แต่ละสาขาวิชาสามารถส่งผลการตรวจสอบรายเดือนมายังคณะกรรมการดูแล
รับผิดชอบด้านความปลอดภัยฯ ทุกวันศุกร์สุดท้ายของเดือน
คู่มือความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงาน คณะวิทยาศาสตร์และเทคโนโลยี 16
แบบตรวจความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงาน
คู่มือความปลอดภัย อาชีวอนามัยและสภาพแวดล้อมในการทำงาน คณะวิทยาศาสตร์และเทคโนโลยี คณะกรรมการความปลอดภัยของคณะวิทยาศาสตร์และเทคโนโลยี ประจำปีการศึกษา 2563
คณะวิทยาศาสตร์และเทคโนโลยี มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์
"
uni_safe,21,"ลยี ประจำปีการศึกษา 2563
คณะวิทยาศาสตร์และเทคโนโลยี มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์
คณะกรรมการที่ปรึกษา
1.
ผู้ช่วยศาสตราจารย์ ดร.ปัณณ์รภัส ถกลภักดี ประธานกรรมการ
2.
อาจารย์มัชฌกานต์ เผ่าสวัสดิ์ กรรมการ
3.
อาจารย์ ดร.นพรัตน์ ไวโรจนะ กรรมการ
4.
ผู้ช่วยศาสตรจารย์ ดร.พรรณวิภา แพงศรี กรรมการ
5.
นางกนกพร สัณห์ฤทัย กรรมการและเลขานุการ
คณะกรรมการฝ่ายดำเนินงาน
1.
อาจารยว์ ัชราภรณ์ วงศ์สกุลกาญจน์ ประธานกรรมการ
2.
อาจารย์อรวรรณ ชำนาญพุดซา กรรมการ
3.
อาจารย์อมตา อุตมะ กรรมการ
4.
อาจารย์ชลลดา พละราช กรรมการ
5.
อาจารย์พชรกมล กลั่นบุศย์ กรรมการ
6.
อาจารย์ ดร.จินต์จุฑา ขำทอง กรรมการ
7.
อาจารย์ ดร.บุษยา จูงาม กรรมการ
8.
อาจารย์ ดร.ณภัทณ์จันทร์ ด่านสวัสดิ์ กรรมการ
9.
อาจารย์ไพรินทร์ มีศรี กรรมการ
10.
ผู้ช่วยศาสตราจารย์ ดร.ขนิษฐา ภมรพล กรรมการ
11.
ผู้ช่วยศาสตราจารยณ์ ัฏฐิรา ศุขไพบูลย์ กรรมการ
12.
ผู้ช่วยศาสตราจารยโ์ ยธิน กัลยาเลิศ กรรมการ
13.
อาจารย์ ดร.พชรวรรณ รัตนทรงธรรม กรรมการ
14.
อาจาร"
